Branch,Content
W_Hlt1TrackMuonMVADecision_TOS,Trigger on Signal (TOS) flag for W Hlt1TrackMuonMVADecision
W_Hlt2QEE_DiJetIncSVTag_pT25M40FullDecision_TIS,Trigger Independent of Signal (TIS) flag for W Hlt2QEE DiJetIncSVTag pT25M40FullDecision
W_Hlt2QEE_DiJetIncSVTag_pT25M40FullDecision_TOS,Trigger on Signal (TOS) flag for W Hlt2QEE DiJetIncSVTag pT25M40FullDecision
W_Hlt2QEE_DiSVTagJet10GeVFullDecision_TIS,Trigger Independent of Signal (TIS) flag for W Hlt2QEE DiSVTagJet10GeVFullDecision
W_Hlt2QEE_DiSVTagJet10GeVFullDecision_TOS,Trigger on Signal (TOS) flag for W Hlt2QEE DiSVTagJet10GeVFullDecision
W_Hlt2QEE_DiSVTagJet15GeVFullDecision_TIS,Trigger Independent of Signal (TIS) flag for W Hlt2QEE DiSVTagJet15GeVFullDecision
W_Hlt2QEE_DiSVTagJet15GeVFullDecision_TOS,Trigger on Signal (TOS) flag for W Hlt2QEE DiSVTagJet15GeVFullDecision
W_Hlt2QEE_DiSVTagJet20GeVFullDecision_TIS,Trigger Independent of Signal (TIS) flag for W Hlt2QEE DiSVTagJet20GeVFullDecision
W_Hlt2QEE_DiSVTagJet20GeVFullDecision_TOS,Trigger on Signal (TOS) flag for W Hlt2QEE DiSVTagJet20GeVFullDecision
W_Hlt2QEE_DiSVTagJet25GeVFullDecision_TIS,Trigger Independent of Signal (TIS) flag for W Hlt2QEE DiSVTagJet25GeVFullDecision
W_Hlt2QEE_DiSVTagJet25GeVFullDecision_TOS,Trigger on Signal (TOS) flag for W Hlt2QEE DiSVTagJet25GeVFullDecision
W_Hlt2QEE_DiSVTagJet30GeVFullDecision_TIS,Trigger Independent of Signal (TIS) flag for W Hlt2QEE DiSVTagJet30GeVFullDecision
W_Hlt2QEE_DiSVTagJet30GeVFullDecision_TOS,Trigger on Signal (TOS) flag for W Hlt2QEE DiSVTagJet30GeVFullDecision
W_Hlt2QEE_DiSVTagJet35GeVFullDecision_TIS,Trigger Independent of Signal (TIS) flag for W Hlt2QEE DiSVTagJet35GeVFullDecision
W_Hlt2QEE_DiSVTagJet35GeVFullDecision_TOS,Trigger on Signal (TOS) flag for W Hlt2QEE DiSVTagJet35GeVFullDecision
W_Hlt2QEE_DiTopoTagJet10GeVFullDecision_TIS,Trigger Independent of Signal (TIS) flag for W Hlt2QEE DiTopoTagJet10GeVFullDecision
W_Hlt2QEE_DiTopoTagJet10GeVFullDecision_TOS,Trigger on Signal (TOS) flag for W Hlt2QEE DiTopoTagJet10GeVFullDecision
W_Hlt2QEE_DiTopoTagJet15GeVFullDecision_TIS,Trigger Independent of Signal (TIS) flag for W Hlt2QEE DiTopoTagJet15GeVFullDecision
W_Hlt2QEE_DiTopoTagJet15GeVFullDecision_TOS,Trigger on Signal (TOS) flag for W Hlt2QEE DiTopoTagJet15GeVFullDecision
W_Hlt2QEE_DiTopoTagJet20GeVFullDecision_TIS,Trigger Independent of Signal (TIS) flag for W Hlt2QEE DiTopoTagJet20GeVFullDecision
W_Hlt2QEE_DiTopoTagJet20GeVFullDecision_TOS,Trigger on Signal (TOS) flag for W Hlt2QEE DiTopoTagJet20GeVFullDecision
W_Hlt2QEE_DiTopoTagJet25GeVFullDecision_TIS,Trigger Independent of Signal (TIS) flag for W Hlt2QEE DiTopoTagJet25GeVFullDecision
W_Hlt2QEE_DiTopoTagJet25GeVFullDecision_TOS,Trigger on Signal (TOS) flag for W Hlt2QEE DiTopoTagJet25GeVFullDecision
W_Hlt2QEE_DiTopoTagJet30GeVFullDecision_TIS,Trigger Independent of Signal (TIS) flag for W Hlt2QEE DiTopoTagJet30GeVFullDecision
W_Hlt2QEE_DiTopoTagJet30GeVFullDecision_TOS,Trigger on Signal (TOS) flag for W Hlt2QEE DiTopoTagJet30GeVFullDecision
W_Hlt2QEE_DiTopoTagJet35GeVFullDecision_TIS,Trigger Independent of Signal (TIS) flag for W Hlt2QEE DiTopoTagJet35GeVFullDecision
W_Hlt2QEE_DiTopoTagJet35GeVFullDecision_TOS,Trigger on Signal (TOS) flag for W Hlt2QEE DiTopoTagJet35GeVFullDecision
W_Hlt2QEE_IncJet15GeVFullDecision_TIS,Trigger Independent of Signal (TIS) flag for W Hlt2QEE IncJet15GeVFullDecision
W_Hlt2QEE_IncJet15GeVFullDecision_TOS,Trigger on Signal (TOS) flag for W Hlt2QEE IncJet15GeVFullDecision
W_Hlt2QEE_IncJet25GeVFullDecision_TIS,Trigger Independent of Signal (TIS) flag for W Hlt2QEE IncJet25GeVFullDecision
W_Hlt2QEE_IncJet25GeVFullDecision_TOS,Trigger on Signal (TOS) flag for W Hlt2QEE IncJet25GeVFullDecision
W_Hlt2QEE_IncJet35GeVFullDecision_TIS,Trigger Independent of Signal (TIS) flag for W Hlt2QEE IncJet35GeVFullDecision
W_Hlt2QEE_IncJet35GeVFullDecision_TOS,Trigger on Signal (TOS) flag for W Hlt2QEE IncJet35GeVFullDecision
W_Hlt2QEE_IncJet45GeVFullDecision_TIS,Trigger Independent of Signal (TIS) flag for W Hlt2QEE IncJet45GeVFullDecision
W_Hlt2QEE_IncJet45GeVFullDecision_TOS,Trigger on Signal (TOS) flag for W Hlt2QEE IncJet45GeVFullDecision
W_Hlt2QEE_SingleHighPtElectronFullDecision_TIS,Trigger Independent of Signal (TIS) flag for W Hlt2QEE SingleHighPtElectronFullDecision
W_Hlt2QEE_SingleHighPtElectronFullDecision_TOS,Trigger on Signal (TOS) flag for W Hlt2QEE SingleHighPtElectronFullDecision
W_Hlt2QEE_SingleHighPtMuonFullDecision_TIS,Trigger Independent of Signal (TIS) flag for W Hlt2QEE SingleHighPtMuonFullDecision
W_Hlt2QEE_SingleHighPtMuonFullDecision_TOS,Trigger on Signal (TOS) flag for W Hlt2QEE SingleHighPtMuonFullDecision
W_Hlt2QEE_SingleHighPtMuonIsoFullDecision_TIS,Trigger Independent of Signal (TIS) flag for W Hlt2QEE SingleHighPtMuonIsoFullDecision
W_Hlt2QEE_SingleHighPtMuonIsoFullDecision_TOS,Trigger on Signal (TOS) flag for W Hlt2QEE SingleHighPtMuonIsoFullDecision
W_Hlt2QEE_SingleHighPtMuonNoMuIDFullDecision_TIS,Trigger Independent of Signal (TIS) flag for W Hlt2QEE SingleHighPtMuonNoMuIDFullDecision
W_Hlt2QEE_SingleHighPtMuonNoMuIDFullDecision_TOS,Trigger on Signal (TOS) flag for W Hlt2QEE SingleHighPtMuonNoMuIDFullDecision
W_Hlt2QEE_SingleVHighPtElectronFullDecision_TIS,Trigger Independent of Signal (TIS) flag for W Hlt2QEE SingleVHighPtElectronFullDecision
W_Hlt2QEE_SingleVHighPtElectronFullDecision_TOS,Trigger on Signal (TOS) flag for W Hlt2QEE SingleVHighPtElectronFullDecision
W_Hlt2QEE_ZToMuMu_DoubleNoMuIDFullDecision_TIS,Trigger Independent of Signal (TIS) flag for W Hlt2QEE ZToMuMu DoubleNoMuIDFullDecision
W_Hlt2QEE_ZToMuMu_DoubleNoMuIDFullDecision_TOS,Trigger on Signal (TOS) flag for W Hlt2QEE ZToMuMu DoubleNoMuIDFullDecision
W_Hlt2QEE_ZToMuMu_SingleNoMuIDFullDecision_TIS,Trigger Independent of Signal (TIS) flag for W Hlt2QEE ZToMuMu SingleNoMuIDFullDecision
W_Hlt2QEE_ZToMuMu_SingleNoMuIDFullDecision_TOS,Trigger on Signal (TOS) flag for W Hlt2QEE ZToMuMu SingleNoMuIDFullDecision
W_ID,Particle ID of a Particle or MCParticle.
W_INBREM,In Brem acceptance
W_INECAL,In Ecal acceptance
W_INHCAL,In Hcal acceptance
W_KEY,Key of the KeyedObject.; Return contained value of optional or specified default if optional is empty
W_Key,Key of the KeyedObject.
W_M,Get the particle (composite or basic) mass.
W_MAX_DOCA,Compute the maximum pairwise distance of closest approach between members of a combination using IDistanceCalculator.
W_MAX_DOCACHI2,"Compute the maximum pairwise significance of the distance of closest approach, computed using an IDistanceCalculator implementation, between members of a combination."
W_MAX_MINIPCHI2,Calculate the maximum of the given functor value.; Miniumum impact parameter chi2 with respect to the given vertices.
W_MAX_OWNPVIPCHI2,Calculate the maximum of the given functor value.; Impact parameter chi2 with respect to the OWNPV()
W_MAX_P,Calculate the maximum of the given functor value.; Get the magnitude of the momentum vector (see THREEMOMENTUM() for definition).
W_MAX_PT,Calculate the maximum of the given functor value.; Get the transverse momentum (see THREEMOMENTUM() for definition).
W_MAX_SDOCA,Compute the maximum pairwise distance of closest approach between members of a combination.
W_MAX_SDOCACHI2,Compute the maximum pairwise significance of the distance of closest approach between members of a combination.
W_MINIP,Miniumum impact parameter with respect to the given vertices.
W_MINIPCHI2,Miniumum impact parameter chi2 with respect to the given vertices.
W_MIN_OWNPVIPCHI2,Calculate the minimum of the given functor value.; Impact parameter chi2 with respect to the OWNPV()
W_MIN_P,Calculate the minimum of the given functor value.; Get the magnitude of the momentum vector (see THREEMOMENTUM() for definition).
W_MIN_PT,Calculate the minimum of the given functor value.; Get the transverse momentum (see THREEMOMENTUM() for definition).
W_MmuWmuN,Combined mass of muon and W candidate
W_OBJECT_KEY,Key of the KeyedObject.
W_OWNPVIP,Impact parameter with respect to the OWNPV()
W_OWNPVIPCHI2,Impact parameter chi2 with respect to the OWNPV()
W_OWNPVNDOF,Number of degrees of freedom [for chi2]; Return contained value of optional or specified default if optional is empty
W_OWNPVX,X-coordinate of the PV associated to the particle
W_OWNPVY,Y-coordinate of the PV associated to the particle
W_OWNPVZ,Z-coordinate of the PV associated to the particle
W_OWNPV_DIRA,Direction angle between the three-momentum of a particle and its OWNPVFDVEC()
W_OWNPV_DLS,Decay length significance with respect to the OWNPV()
W_OWNPV_ETA,Eta-coordinate of OWNPVFDVEC()
W_OWNPV_FD,Distance between the endvertex position and the position of the PV associated to a particle
W_OWNPV_FDCHI2,Flight distance chi2 with respect to the OWNPV()
W_OWNPV_FDIRX,X-component of unit flight direction vector with respect to own PV
W_OWNPV_FDIRY,Y-component of unit flight direction vector with respect to own PV
W_OWNPV_FDIRZ,Z-component of unit flight direction vector with respect to own PV
W_OWNPV_FDVECX,X-component of flight distance vector with respect to own PV
W_OWNPV_FDVECY,Y-component of flight distance vector with respect to own PV
W_OWNPV_FDVECZ,Z-component of flight distance vector with respect to own PV
W_OWNPV_LTIME,Lifetime with respect to the OWNPV()
W_OWNPV_VDRHO,Rho-coordinate of OWNPVFDVEC()
W_OWNPV_VDX,Distance along the x-axis between the endvertex and the PV associated to a particle
W_OWNPV_VDY,Distance along the y-axis between the endvertex and the PV associated to a particle
W_OWNPV_VDZ,Distance along the z-axis between the endvertex and the PV associated to a particle
W_P,Get the magnitude of the momentum vector (see THREEMOMENTUM() for definition).
W_PARTICLE_ID,Particle ID (PDG code)
W_PHI,Get the phi coordinate of a slope (see SLOPES() for definition).
W_PROBNN_D,MVA probability for deuteron hypothesis
W_PROBNN_E,MVA probability for electron hypothesis
W_PROBNN_GHOST,MVA probability for ghost track hypothesis
W_PROBNN_K,MVA probability for kaon hypothesis
W_PROBNN_MU,MVA probability for muon hypothesis
W_PROBNN_P,MVA probability for proton hypothesis
W_PROBNN_PI,MVA probability for pion hypothesis
W_PT,Get the transverse momentum (see THREEMOMENTUM() for definition).
W_PX,Get the X-coordinate of the momentum (see THREEMOMENTUM() for definition).
W_PY,Get the Y-coordinate of the momentum (see THREEMOMENTUM() for definition).
W_PZ,Get the Z-coordinate of the momentum (see THREEMOMENTUM() for definition).
W_Q,Compute the charge
W_SDOCA12,
W_SUM_MINIPCHI2,Calculate the [scalar] sum of the given functor value.; Miniumum impact parameter chi2 with respect to the given vertices.
W_SUM_OWNPVIPCHI2,Calculate the [scalar] sum of the given functor value.; Impact parameter chi2 with respect to the OWNPV()
W_SUM_P,Calculate the [scalar] sum of the given functor value.; Get the magnitude of the momentum vector (see THREEMOMENTUM() for definition).
W_SUM_PT,Calculate the [scalar] sum of the given functor value.; Get the transverse momentum (see THREEMOMENTUM() for definition).
W_THETA,Get the theta coordinate of a slope (see SLOPES() for definition).
W_VTXCHI2,Vertex or track chi^2.
W_VTXCHI2NDOF,Vertex or track chi^2 per degrees of freedom.
W_log_MAX_P,Calculate the maximum of the given functor value.
W_log_MAX_PT,Calculate the maximum of the given functor value.
W_log_MIN_P,Calculate the minimum of the given functor value.
W_log_MIN_PT,Calculate the minimum of the given functor value.
W_log_P,Get the magnitude of the momentum vector (see THREEMOMENTUM() for definition).
W_log_PT,Get the transverse momentum (see THREEMOMENTUM() for definition).
W_log_SUM_P,Calculate the [scalar] sum of the given functor value.
W_log_SUM_PT,Calculate the [scalar] sum of the given functor value.
nBackTracks,Extracts DataType information from LHCb::RecSummary.DataType; Return contained value of optional or specified default if optional is empty
nDownstreamTracks,Extracts DataType information from LHCb::RecSummary.DataType; Return contained value of optional or specified default if optional is empty
nEcalClusters,Extracts DataType information from LHCb::RecSummary.DataType; Return contained value of optional or specified default if optional is empty
nFTClusters,Extracts DataType information from LHCb::RecSummary.DataType; Return contained value of optional or specified default if optional is empty
nLongTracks,Extracts DataType information from LHCb::RecSummary.DataType; Return contained value of optional or specified default if optional is empty
nPVs,Extracts DataType information from LHCb::RecSummary.DataType; Return contained value of optional or specified default if optional is empty
nRich1Hits,Extracts DataType information from LHCb::RecSummary.DataType; Return contained value of optional or specified default if optional is empty
nRich2Hits,Extracts DataType information from LHCb::RecSummary.DataType; Return contained value of optional or specified default if optional is empty
nTTracks,Extracts DataType information from LHCb::RecSummary.DataType; Return contained value of optional or specified default if optional is empty
nUTClusters,Extracts DataType information from LHCb::RecSummary.DataType; Return contained value of optional or specified default if optional is empty
nUpstreamTracks,Extracts DataType information from LHCb::RecSummary.DataType; Return contained value of optional or specified default if optional is empty
nVPClusters,Extracts DataType information from LHCb::RecSummary.DataType; Return contained value of optional or specified default if optional is empty
nVeloTracks,Extracts DataType information from LHCb::RecSummary.DataType; Return contained value of optional or specified default if optional is empty
